S.No,name,title,culture,dateOfBirth,mother,father,heir,house,spouse,book1_A_Game_Of_Thrones,book2_A_Clash_Of_Kings,book3_A_Storm_Of_Swords,book4_A_Feast_For_Crows,book5_A_Dance_with_Dragons,isAliveMother,isAliveFather,isAliveHeir,isAliveSpouse,isMarried,isNoble,age,numDeadRelations,popularity,isAlive,name1,gender_guess
1219,Mathis Frey,,,294,,,,House Frey,,0,1,1,1,0,,,,,0,0,11,0,0.08361204,1,Mathis,unknown
1220,Matthar,,,,,,,Night's Watch,,1,1,1,1,1,,,,,0,0,,0,0.023411371,1,Matthar,unknown
1221,Mawney,,,,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,0.023411371,0,Mawney,unknown
1222,Medgar Tully,lord paramount of the trident,Rivermen,,,,,House Tully,,0,0,0,0,0,,,,,0,1,,0,0.016722408,0,Medgar,unknown
1223,Medger Cerwyn,cerwyn,Northmen,,,,,House Cerwyn,,1,1,0,0,0,,,,,0,1,,1,0.063545151,0,Medger,unknown
1224,Megga Tyrell,,,286,,,,House Tyrell,,0,0,1,1,1,,,,,0,0,19,0,0.153846154,1,Megga,unknown
1225,Meldred Merlyn,lord of pebbleton,Ironborn,,,,,House Merlyn,,0,1,1,1,1,,,,,0,1,,0,0.023411371,1,Meldred,unknown
1226,Melesa Crakehall,,,,,,,House Crakehall,Lyonel Frey,0,1,1,1,0,,,,1,1,0,,0,0.050167224,1,Melesa,unknown
1227,Melara Crane,,,,,,,House Crane,Alester Florent,0,1,1,1,0,,,,0,1,0,,0,0.066889632,1,Melara,unknown
1228,Melessa Florent,,,,,,,House Florent,Randyll Tarly,0,1,1,1,0,,,,1,1,0,,0,0.086956522,1,Melessa,unknown
1229,Mellara Rivers,,,,,,,House Frey,,0,1,1,1,1,,,,,0,0,,0,0.016722408,1,Mellara,unknown
1230,Melwyn Sarsfield,ser,,,,,,House Sarsfield,Shierle Swyft,0,0,1,1,0,,,,1,1,1,,0,0.030100334,1,Melwyn,unknown
1231,Melwys Rivers,maester,,,,,,,,0,1,1,1,1,,,,,0,1,,0,0.023411371,1,Melwys,unknown
1232,Meredyth Crane,,,,,,,House Crane,,0,0,1,1,1,,,,,0,0,,0,0.030100334,1,Meredyth,unknown
1233,Merianne Frey,,,288,,,,House Frey,,0,1,1,1,0,,,,,0,0,17,0,0.08361204,1,Merianne,unknown
1234,Merlon Crakehall,ser,,,,,,House Crakehall,,0,0,1,1,0,,,,,0,1,,0,0.026755853,1,Merlon,unknown
1235,Mezzara,cupbearer,Ghiscari,,,,,House of Merreq,,0,0,0,0,1,,,,,0,1,,0,0.016722408,1,Mezzara,unknown
1236,Mina Tyrell,,,,,,,House Tyrell,Paxter Redwyne,1,1,1,1,1,,,,1,1,0,,0,0.163879599,1,Mina,unknown
1237,Moelle,septa,,,,,,Faith of the Seven,,0,0,0,1,1,,,,,0,0,,0,0.030100334,1,Moelle,unknown
1238,Monterys Velaryon,lord of the tides,,293,,,,House Velaryon,,0,0,1,1,0,,,,,0,1,12,0,0.02006689,1,Monterys,unknown
1239,Moredo Prestayn,tradesman-captain,Braavosi,,,,,,,0,0,0,1,0,,,,,0,1,,0,0.010033445,1,Moredo,unknown
1240,Monford Velaryon,lord of the tides,Valyrian,,,,,House Velaryon,,0,1,1,0,0,,,,,0,1,,0,0.023411371,0,Monford,unknown
1241,Moribald Chester,greenshield,,,,,,House Chester,,0,0,0,1,1,,,,,0,1,,0,0.02006689,1,Moribald,unknown
1242,Morton Waynwood,ser,,,,,,House Waynwood,,1,1,1,1,1,,,,,0,1,,0,0.036789298,1,Morton,unknown
1243,Morya Frey,lady,,268,,,,House Frey,Flement Brax,0,1,1,1,1,,,,1,1,1,37,0,0.120401338,1,Morya,unknown
1244,Mullin,maester,,,,,,Night's Watch,,0,1,1,1,1,,,,,0,1,,0,0.023411371,1,Mullin,unknown
1245,Moryn Tyrell,,,,,,,House Tyrell,,1,1,1,1,1,,,,,0,0,,0,0.140468227,1,Moryn,unknown
1246,Munda,,Free Folk,,,,,,Longspear Ryk,0,0,1,1,1,,,,1,1,0,,0,0.026755853,1,Munda,female
1247,Muttering Bill,,,,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,0.02006689,0,Muttering,unknown
1248,Mushroom,,,,,,,House Targaryen,,0,0,0,0,0,,,,,0,0,,0,0.046822742,1,Mushroom,unknown
1249,Murmison,septon,,,,,,Faith of the Seven,,0,0,1,0,0,,,,,0,0,,0,0.314381271,0,Murmison,unknown
1250,Mylenda Caron,,,258,,,,House Caron,Petyr Frey,0,1,1,1,0,,,,0,1,0,47,0,0.107023411,1,Mylenda,unknown
1251,Myles Smallwood,hand of the king,,,,,,House Smallwood,,0,0,1,0,0,,,,,0,1,,0,0.16722408,1,Myles,unknown
1252,Myles Mooton,ser,,,,,,House Mooton,,0,0,1,1,0,,,,,0,1,,0,0.026755853,0,Myles,unknown
1253,Myria Jordayne,,Dornish,,,,,House Jordayne,,0,0,1,1,1,,,,,0,0,,0,0.013377926,1,Myria,unknown
1254,Myles Manwoody,ser,,,,,,House Manwoody,,0,0,1,1,0,,,,,0,1,,0,0.026755853,1,Myles,unknown
1255,Mysaria,mistress of whisperers,Lysene,,,,,,,0,0,0,0,0,,,,,0,1,,0,0.013377926,1,Mysaria,unknown
1256,Myrielle Lannister,,,,,,,House Lannister,,1,1,1,1,1,,,,,0,0,,0,0.070234114,1,Myrielle,unknown
1257,Noho Dimittis,,Braavosi,,,,,Iron Bank of Braavos,,0,0,0,1,1,,,,,0,0,,0,0.013377926,1,Noho,unknown
1258,Norne Goodbrother,shatterstone,Ironborn,,,,,House Goodbrother of Shatterstone,,0,1,1,1,1,,,,,0,1,,0,0.02006689,1,Norne,unknown
1259,Norbert Vance,lord of atranta,,,,,,House Vance of Atranta,,0,0,1,1,1,,,,,0,1,,0,0.036789298,1,Norbert,unknown
1260,Nymella Toland,ghost hill,Dornish,,,,,House Toland,,0,0,1,1,1,,,,,0,1,,0,0.043478261,1,Nymella,unknown
1261,Nysterica,septa,,,,,,,,0,0,1,1,1,,,,,0,0,,0,0.026755853,1,Nysterica,unknown
1262,Ollidor,septon,,,,,,Faith of the Seven,,0,0,0,1,1,,,,,0,0,,0,0.016722408,1,Ollidor,unknown
1263,Ollo Lophand,,Tyroshi,,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,0.036789298,0,Ollo,unknown
1264,Olyvar Frey,,,281,,,,House Frey,,1,1,1,1,1,,,,,0,0,24,1,0.08361204,1,Olyvar,unknown
1265,Omer Blackberry,,,,,,,House Blackberry,,0,0,1,1,1,,,,,0,0,,0,0.023411371,1,Omer,unknown
1266,Olymer Tyrell,ser,,,,,,House Tyrell,Lysa Meadows,0,0,1,1,0,,,,1,1,1,,0,0.130434783,1,Olymer,unknown
1267,Ondrew Locke,lord of oldcastle,Northmen,,,,,House Locke,,0,1,1,1,1,,,,,0,1,,0,0.036789298,1,Ondrew,unknown
1268,Orbert Caswell,lord commander of the night's watch,,,,,,House Caswell,,0,0,0,1,0,,,,,0,1,,0,0.056856187,0,Orbert,unknown
1269,Ordello,magister of pentos,Pentoshi,,,,,,,0,0,0,0,1,,,,,0,1,,0,0.013377926,0,Ordello,unknown
1270,Omer Florent,maester,,,,,,,,0,1,1,1,0,,,,,0,1,,0,0.070234114,1,Omer,unknown
1271,Orland of Oldtown,,,,,,,House Baratheon of King's Landing,,0,0,1,1,1,,,,,0,0,,0,0.006688963,1,Orland,unknown
1272,Ormond Yronwood,yronwood,,,,,,House Yronwood,,0,0,0,0,0,,,,,0,1,,0,0,1,Ormond,unknown
1273,Orphan Oss,,,,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,0.023411371,0,Orphan,unknown
1274,Osbert Serry,lord of southshield,,,,,,House Serry,,0,0,0,1,1,,,,,0,1,,0,0.026755853,1,Osbert,unknown
1275,Osmund Frey,,,297,,,,House Frey,,0,1,1,1,0,,,,,0,0,8,0,0.050167224,1,Osmund,unknown
1276,Oswell Kettleblack,,,,,,,House Kettleblack,,0,0,1,1,1,,,,,0,0,,0,0.056856187,1,Oswell,unknown
1277,Ossifer Plumm,lord,,,,,,House Plumm,Elaena Targaryen,0,0,1,1,1,,,,0,1,1,,0,0.086956522,0,Ossifer,unknown
1278,Otho Bracken,ser,,,,,,House Bracken,,0,0,0,0,0,,,,,0,1,,0,0.026755853,1,Otho,unknown
1279,Ottyn Wythers,ser,,230,,,,House Wythers,,0,1,1,0,0,,,,,0,1,69,0,0.043478261,0,Ottyn,unknown
1280,Owen Norrey,,Northern mountain clans,,,,,House Norrey,,0,0,1,1,0,,,,,0,0,,0,0.030100334,0,Owen,unknown
1281,Pate of the Blue Fork,ser,,,,,,House Frey,Amerei Frey,0,1,1,1,0,,,,1,1,1,,0,0.170568562,0,Pate,unknown
1282,Patrek Mallister,,,,,,,House Mallister,,1,1,1,1,1,,,,,0,0,,0,0.076923077,1,Patrek,unknown
1283,Patrek Vance,,,264,,,,House Vance,,0,1,1,1,0,,,,,0,0,41,0,0.10367893,1,Patrek,unknown
1284,Perriane Frey,,,241,,,,House Haigh,Leslyn Haigh,0,1,1,1,1,,,,1,1,0,64,0,0.073578595,1,Perriane,unknown
1285,Perra Frey,,,294,,,,House Frey,,0,1,1,1,0,,,,,0,0,11,0,0.100334448,1,Perra,unknown
1286,Perwyn Frey,ser,,269,,,,House Frey,,1,1,1,1,1,,,,,0,1,36,0,0.08361204,1,Perwyn,unknown
1287,Philip Foote,ser,,,,,,House Foote,,0,1,1,0,1,,,,,0,1,,0,0.050167224,1,Philip,unknown
1288,Philip Plumm,lord,,,,,,House Plumm,,0,0,1,1,1,,,,,0,1,,0,0.030100334,1,Philip,unknown
1289,Pono,khalko (formerly),Dothraki,,,,,,,1,1,1,1,1,,,,,0,1,,0,0.060200669,1,Pono,unknown
1290,Qarro Volentin,first sword of braavos,Braavosi,,,,,,,0,0,0,1,0,,,,,0,1,,0,0.013377926,1,Qarro,unknown
1291,Qarlton Chelsted,master of coin,,,,,,House Chelsted,,0,0,1,1,0,,,,,0,1,,0,0.357859532,0,Qarlton,unknown
1292,Lord Commander Qorgyle,lord commander of the night's watch,,,,,,House Qorgyle,,0,0,1,0,0,,,,,0,1,,0,0.066889632,0,Lord,unknown
1293,Quent,,northmen,,,,,House Stark,,1,1,1,1,0,,,,,0,0,,0,0.023411371,1,Quent,unknown
1294,Quenten Banefort,banefort,,,,,,House Banefort,,1,0,1,1,1,,,,,0,1,,0,0.023411371,1,Quenten,unknown
1295,Quenton Hightower,hightower,,,,,,House Hightower,,0,0,0,1,0,,,,,0,1,,0,0.006688963,1,Quenton,unknown
1296,Quentyn Ball,ser,,,,,,House Ball,,0,0,0,0,0,,,,,0,1,,0,0.066889632,0,Quentyn,unknown
1297,Quentyn Qorgyle,sandstone,,,,,,House Qorgyle,,0,0,0,1,1,,,,,0,1,,0,0.023411371,1,Quentyn,unknown
1298,Quincy Cox,serthe knight of saltpans,,,,,,House Cox,,0,0,0,1,0,,,,,0,1,,0,0.033444816,1,Quincy,unknown
1299,Ragwyle,,Free folk,,,,,,,0,1,1,1,1,,,,,0,0,,0,0.010033445,1,Ragwyle,unknown
1300,Ralf Kenning,castellancommander,Ironborn,,,,,House Kenning of Harlaw,,0,0,0,1,1,,,,,0,1,,0,0.046822742,0,Ralf,unknown
1301,Raymun Redbeard,king-beyond-the-wall,free folk,,,,,,,0,0,0,0,0,,,,,0,1,,0,0,0,Raymun,unknown
1302,Raynard,septon,,,,,,Faith of the Seven,,0,0,0,1,1,,,,,0,0,,0,0.02006689,1,Raynard,male
1303,Raynald Westerling,ser,,,,,,House Westerling,,0,0,1,1,0,,,,,0,1,,0,0.070234114,0,Raynald,unknown
1304,Red Alyn of the Rosewood,,,,,,,Night's Watch,,0,0,1,0,0,,,,,0,0,,0,0.013377926,0,Red,unknown
1305,Raynard Ruttiger,ser,,,,,,House Ruttiger,,0,0,0,1,1,,,,,0,1,,0,0.02006689,1,Raynard,unknown
1306,Raymund Frey,ser,,264,,,,House Frey,Beony Beesbury,0,1,1,1,1,,,,1,1,1,41,0,0.177257525,1,Raymund,unknown
1307,Regenard Estren,wyndhall,,,,,,House Estren,,1,0,1,1,1,,,,,0,1,,0,0.02006689,1,Regenard,unknown
1308,Renly Norcross,,,296,,,,House Norcross,,0,1,1,1,0,,,,,0,0,9,0,0.08361204,1,Renly,unknown
1309,Renfred Rykker,duskendale,,,,,,House Rykker,,0,0,0,1,1,,,,,0,1,,0,0.023411371,1,Renfred,unknown
1310,Rhea Royce,runestone,,,,,,House Royce,Daemon Targaryen,0,0,0,0,0,,,,0,1,1,,0,0.093645485,0,Rhea,unknown
1311,Rennifer Longwaters,chief undergaoler,,,,,,House Longwaters,,0,0,0,1,1,,,,,0,1,,0,0.016722408,1,Rennifer,unknown
1312,Rhea Florent,,,,,,,House Florent,Leyton Hightower,0,1,1,1,0,,,,1,1,0,,0,0.107023411,1,Rhea,unknown
1313,Rhogoro,khalakka,Dothraki,,,,,,,1,0,0,1,0,,,,,0,1,,0,0.010033445,1,Rhogoro,unknown
1314,Rickard Ryswell,,Northmen,,,,,House Ryswell,,0,0,0,1,1,,,,,0,0,,0,0.040133779,1,Rickard,unknown
1315,Rickard Thorne,ser,,,,,,House Thorne,,0,0,0,0,0,,,,,0,1,,0,0.026755853,0,Rickard,unknown
1316,Rickard Wylde,,,295,,,,House Wylde,,0,1,1,1,0,,,,,0,0,10,0,0.160535117,1,Rickard,unknown
1317,Robert Frey,,,286,,,,House Frey,,0,1,1,1,0,,,,,0,0,19,0,0.060200669,1,Robert,unknown
1318,Robert Flowers,ser,,,,,,Kingsguard,,0,0,0,1,0,,,,,0,1,,0,0.060200669,1,Robert,unknown
1319,Robert Brax,ser,,,,,,House Brax,,0,1,1,0,0,,,,,0,1,,0,0.046822742,0,Robert,unknown
1320,Robin Hill,lord commander of the night's watch,,,,,,Night's Watch,,0,0,1,0,0,,,,,0,1,,0,0.056856187,1,Robin,unknown
1321,Robin Flint,lord of flint's finger,,,,,,House Flint of Widow's Watch,,1,1,1,1,0,,,,,0,1,,0,0.050167224,0,Robin,unknown
1322,Robin Moreland,lord,,,,,,House Moreland,,0,0,0,1,1,,,,,0,1,,0,0.013377926,1,Robin,unknown
1323,Robin Ryger,ser,,237,,,,House Ryger,,1,1,1,1,1,,,,,0,1,68,0,0.073578595,1,Robin,unknown
1324,Rodrik Flint,lord commander of the night's watch,,,,,,House Flint,,0,0,1,0,0,,,,,0,1,,0,0.063545151,1,Rodrik,unknown
1325,Rodrik Stark,king in the north,Northmen,,,,,House Stark,,1,0,0,0,0,,,,,0,1,,0,0.040133779,1,Rodrik,unknown
1326,Rodrik Ryswell,rills,Northmen,,,,,House Ryswell,,0,0,0,1,1,,,,,0,1,,0,0.040133779,1,Rodrik,unknown
1327,Roger Hogg,ser,,,,,,House Hogg,,0,0,0,1,0,,,,,0,1,,0,0.026755853,1,Roger,unknown
1328,Rodwell Stark,winterfell,Northmen,,,,,House Stark,Myriame Manderly,0,1,0,0,0,,,,1,1,1,,0,0.130434783,1,Rodwell,unknown
1329,Rolland Longthorpe,longsister,,,,,,House Longthorpe,,0,0,0,1,1,,,,,0,1,,0,0.016722408,1,Rolland,unknown
1330,Rolland Uffering,ser,,,,,,House Uffering,Rohanne Webber,0,0,0,0,0,,,,0,1,1,,0,0.023411371,1,Rolland,unknown
1331,Ronel Rivers,,,,,,,House Frey,,1,1,1,1,1,,,,,0,0,,0,0.023411371,1,Ronel,unknown
1332,Ronald Connington,knight of griffin's roost,,,,,,House Connington,,0,0,0,0,1,,,,,0,1,,0,0.033444816,1,Ronald,unknown
1333,Ronald Vance,ser,,,,,,House Vance of Atranta,,0,0,1,1,0,,,,,0,1,,0,0.026755853,1,Ronald,unknown
1334,Roro Uhoris,cobblecat,Tyroshi,,,,,,,0,0,1,0,1,,,,,0,1,,0,0.02006689,1,Roro,unknown
1335,Royce Coldwater,coldwater burn,,,,,,House Coldwater,,0,0,0,1,0,,,,,0,1,,0,0.006688963,1,Royce,unknown
1336,Rufus Leek,ser,,,,,,House Leek,,0,0,0,1,1,,,,,0,1,,0,0.026755853,1,Rufus,unknown
1337,Rugen,undergaoler,,,,,,,,1,0,1,1,0,,,,,0,1,,0,0.023411371,1,Rugen,unknown
1338,Runcel Hightower,lord commander of the night's watch,,,,,,House Hightower,,0,0,1,0,0,,,,,0,1,,0,0.053511706,1,Runcel,unknown
1339,Rupert Brax,ser,,,,,,House Brax,,0,1,1,0,0,,,,,0,1,,0,0.040133779,0,Rupert,unknown
1340,Rycherd Crane,ser,,,,,,House Crane,Rylene Florent,0,1,1,1,0,,,,1,1,1,,0,0.070234114,1,Rycherd,unknown
1341,Ryam Redwyne,ser,,,,,,House Redwyne,,1,1,1,1,0,,,,,0,1,,0,0.364548495,0,Ryam,unknown
1342,Ryam Florent,ser,,,,,,House Florent,,0,1,1,1,0,,,,,0,1,,0,0.063545151,1,Ryam,unknown
1343,Ryger Rivers,,,,,,,House Frey,,1,1,1,1,1,,,,,0,0,,1,0.023411371,1,Ryger,unknown
1344,Ryella Frey,,,294,,,,House Frey,,0,1,1,1,0,,,,,0,0,11,0,0.137123746,1,Ryella,unknown
1345,Ryella Royce,,,,,,,House Royce,Arwood Frey,0,1,1,1,0,,,,1,1,0,,0,0.140468227,1,Ryella,unknown
1346,Rylene Florent,,,,,,,House Florent,Rycherd Crane,0,1,1,1,0,,,,1,1,0,,0,0.070234114,1,Rylene,unknown
1347,Ryon Allyrion,ser,Dornish,,,,,House Allyrion,Ynys Yronwood,0,0,1,1,1,,,,1,1,1,,0,0.053511706,1,Ryon,unknown
1348,Saera Targaryen,princess,Valyrian,61,,,,House Targaryen,,0,0,0,0,0,,,,,0,1,100,0,0.070234114,0,Saera,unknown
1349,Sallei Paege,,,,,,,House Paege,Jammos Frey,0,1,1,1,0,,,,1,1,0,,0,0.080267559,1,Sallei,unknown
1350,Sandor Frey,,,287,,,,House Frey,,0,1,1,1,0,,,,,0,0,18,0,0.147157191,1,Sandor,unknown
1351,Sarya Whent,lady,,,,,,House Whent,Walder Frey,0,1,1,1,1,,,,1,1,1,,0,0.030100334,1,Sarya,unknown
1352,Sarra Frey,,,285,,,,House Frey,,0,1,1,1,0,,,,,0,0,20,0,0.137123746,1,Sarra,unknown
1353,Sawane Botley,lordsport,Ironborn,,,,,House Botley,,0,1,1,1,0,,,,,0,1,,0,0.090301003,0,Sawane,unknown
1354,Scolera,septa,,,,,,Faith of the Seven,,0,0,0,1,1,,,,,0,0,,0,0.016722408,1,Scolera,unknown
1355,Sebaston Farman,fair isle,Westerman,,,,,House Farman,,0,0,0,1,1,,,,,0,1,,0,0.02006689,1,Sebaston,unknown
1356,Selwyn Tarth,,,245,,,,House Tarth,,0,1,1,1,1,,,,,0,0,60,0,0.063545151,1,Selwyn,unknown
1357,Selmond Stackspear,lord,,,,,,House Stackspear,,0,0,1,1,1,,,,,0,1,,0,0.02006689,1,Selmond,unknown
1358,Serala,duskendale,Myrish,,,,,House Darklyn,Denys Darklyn,0,0,0,1,0,,,,1,1,1,,0,0.043478261,1,Serala,unknown
1359,Serwyn of the Mirror Shield,ser,,,,,,Kingsguard,,0,0,0,0,0,,,,,0,1,,0,0,1,Serwyn,unknown
1360,Serra Frey,,,285,,,,House Frey,,0,1,1,1,0,,,,,0,0,20,0,0.137123746,1,Serra,unknown
1361,Shella Whent,harrenhal,Rivermen,,,,,House Whent,Walter Whent,1,1,1,1,1,,,,1,1,1,,1,0.080267559,0,Shella,unknown
1362,Shierle Swyft,,,,,,,House Swyft,Melwyn Sarsfield,0,0,1,1,0,,,,1,1,0,,0,0.026755853,1,Shierle,unknown
1363,Shiera Crakehall,,,,,,,House Crakehall,Damion Lannister,0,0,1,1,1,,,,1,1,0,,0,0.066889632,1,Shiera,unknown
1364,Shirei Frey,,,292,,,,House Frey,,0,1,1,1,1,,,,,0,0,13,0,0.043478261,1,Shirei,unknown
1365,Simon Staunton,ser,,,,,,House Staunton,Rohanne Webber,0,0,0,0,0,,,,0,1,1,,0,0.016722408,1,Simon,unknown
1366,Sigfryd Harlaw,master of harlaw hall,Ironborn,,,,,House Harlaw of Harlaw Hall,,0,0,0,1,1,,,,,0,1,,0,0.063545151,1,Sigfryd,unknown
1367,Lord Staunton,rook's rest,,,,,,House Staunton,,0,0,0,0,0,,,,,0,1,,0,0.016722408,0,Lord,unknown
1368,Stannis Seaworth,,,289,,,,House Seaworth,,0,1,1,1,1,,,,,0,0,16,0,0.056856187,1,Stannis,unknown
1369,Steffon Seaworth,,,293,,,,House Seaworth,,0,1,1,1,1,,,,,0,0,12,0,0.063545151,1,Steffon,unknown
1370,Steffon Frey,,,263,,,,House Frey,,0,1,1,1,0,,,,,0,0,42,0,0.100334448,1,Steffon,unknown
1371,Steffon Swyft,ser,,,,,,House Swyft,,0,0,1,1,1,,,,,0,1,,0,0.030100334,1,Steffon,unknown
1372,Steffon Darklyn,ser,,,,,,House Darklyn,,0,0,0,0,0,,,,,0,1,,0,0.093645485,0,Steffon,unknown
1373,Steffon Stackspear,ser,,,,,,House Stackspear,,0,0,1,1,0,,,,,0,1,,0,0.02006689,1,Steffon,unknown
1374,Sumner Crakehall,crakehall,,,,,,House Crakehall,,0,0,1,1,0,,,,,0,1,,0,0.026755853,1,Sumner,unknown
1375,Sylas Flatnose,king of the iron islands,Ironborn,,,,,,,0,0,0,1,0,,,,,0,1,,0,0.010033445,1,Sylas,unknown
1376,Sybell Spicer,crag,,,,,,House Spicer,Gawen Westerling,0,0,1,1,0,,,,1,1,1,,0,0.086956522,1,Sybell,unknown
1377,Symon Santagar,ser,,,,,,House Santagar,,0,0,0,1,1,,,,,0,1,,0,0.016722408,1,Symon,unknown
1378,Sybelle Glover,deepwood motte,Northmen,,,,,House Locke,Robett Glover,0,1,1,1,1,,,,1,1,1,,0,0.070234114,1,Sybelle,unknown
1379,Sylwa Paege,,,,,,,House Paege,Whalen Frey,0,1,1,1,0,,,,1,1,0,,0,0.080267559,1,Sylwa,unknown
1380,Symon Hollard,ser,,,,,,House Hollard,,0,0,0,1,0,,,,,0,1,,0,0.043478261,1,Symon,unknown
1381,Symond Templeton,ser,,,,,,House Templeton,,0,0,0,1,1,,,,,0,1,,0,0.030100334,1,Symond,unknown
1382,Symond Frey,,,252,,,,House Frey,Betharios of Braavos,0,1,1,1,1,,,,1,1,0,48,0,0.200668896,0,Symond,unknown
1383,Tallad,ser,,,,,,House Baratheon of King's Landing,,0,1,1,1,1,,,,,0,1,,0,0.046822742,1,Tallad,unknown
1384,Tanton Fossoway,ser,,,,,,House Fossoway of Cider Hall,,0,1,1,1,1,,,,,0,1,,0,0.023411371,1,Tanton,unknown
1385,Ternesio Terys,captain,Braavosi,,,,,,,0,0,1,1,0,,,,,0,1,,0,0.023411371,1,Ternesio,unknown
1386,Terrence Kenning,kayce,,,,,,House Kenning of Kayce,,0,0,1,1,1,,,,,0,1,,0,0.016722408,1,Terrence,unknown
1387,Theodan Wells,ser,Northmen,,,,,House Wells,,0,0,0,1,1,,,,,0,1,,0,0.016722408,1,Theodan,unknown
1388,Terrence Toyne,ser,,,,,,House Toyne,,0,0,1,1,1,,,,,0,1,,0,0.040133779,0,Terrence,unknown
1389,Theodore Tyrell,ser,,,,,,House Tyrell,Lia Serry,0,0,1,1,0,,,,1,1,1,,0,0.137123746,1,Theodore,unknown
1390,Theomar Smallwood,acorn hall,,,,,,House Smallwood,Ravella Swann,0,0,1,1,1,,,,1,1,1,,0,0.043478261,1,Theomar,unknown
1391,Theomore Harlaw,lord of the ten towerslord harlaw of harlawharlaw of harlaw,,,,,,House Harlaw,,0,0,0,1,0,,,,,0,1,,0,0.053511706,1,Theomore,unknown
1392,Tim Tangletongue,,,,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,0.013377926,1,Tim,unknown
1393,Three-Tooth,ten towers,Ironborn,,,,,House Harlaw,,0,0,0,1,0,,,,,0,1,,0,0.010033445,1,Three-Tooth,unknown
1394,Titus Peake,starpike,,,,,,House Peake,Margot Lannister,0,0,1,1,1,,,,1,1,1,,0,0.02006689,1,Titus,unknown
1395,Tion Frey,,,279,,,,,,1,1,1,1,1,,,,,0,0,20,0,0.120401338,0,Tion,unknown
1396,Todder,,,,,,,Night's Watch,,1,1,1,0,1,,,,,0,0,,0,0.036789298,1,Todder,unknown
1397,Tomard,,northmen,249,,,,House Stark,,1,1,1,0,1,,,,,0,0,49,0,0.063545151,0,Tomard,unknown
1398,Tommen Costayne,three towers,,,,,,House Costayne,,0,0,0,1,0,,,,,0,1,,0,0.006688963,1,Tommen,unknown
1399,Torbert,septon,,,,,,Faith of the Seven,,0,0,0,1,1,,,,,0,0,,0,0.016722408,1,Torbert,unknown
1400,Torren Liddle,the liddlelord liddle,Northern mountain clans,,,,,House Liddle,,0,0,0,1,1,,,,,0,1,,0,0.02006689,1,Torren,unknown
1401,Torwynd,,Free Folk,,,,,,,0,0,1,1,1,,,,,0,0,,0,0.026755853,0,Torwynd,unknown
1402,Trebor Jordayne,lord of the tor,,,,,,House Jordayne,,0,0,0,1,1,,,,,0,1,,0,0.016722408,1,Trebor,unknown
1403,Tremond Gargalen,salt shore,Dornish,,,,,House Gargalen,,0,0,1,1,1,,,,,0,1,,0,0.023411371,1,Tremond,unknown
1404,Tristan Mudd,lord commander of the night's watch,,,,,,House Mudd,,0,0,1,0,0,,,,,0,1,,0,0.053511706,1,Tristan,unknown
1405,Triston of Tally Hill,ser,,,,,,House Sunglass,,0,0,1,1,1,,,,,0,1,,0,0.030100334,1,Triston,unknown
1406,Triston Farwynd,sealskin point,Ironborn,,,,,House Farwynd,,0,0,0,1,1,,,,,0,1,,0,0.013377926,1,Triston,unknown
1407,Triston Sunderland,three sisters,,,,,,House Sunderland,,0,0,0,1,1,,,,,0,1,,0,0.030100334,1,Triston,unknown
1408,Tybolt Hetherspoon,ser,,,,,,House Hetherspoon,,0,0,0,1,1,,,,,0,1,,0,0.010033445,1,Tybolt,unknown
1409,Tybolt Crakehall,ser,,,,,,House Crakehall,,0,0,1,1,0,,,,,0,1,,0,0.023411371,1,Tybolt,unknown
1410,Tybolt Lannister,ser,Westerman,,,,,House Lannister,Teora Kyndall,0,0,0,0,0,,,,1,1,1,,0,0.076923077,0,Tybolt,unknown
1411,Tyana Wylde,,,,,,,House Wylde,Aenys Frey,0,1,1,1,0,,,,0,1,0,,0,0.050167224,1,Tyana,unknown
1412,Tyta Frey,,,269,,,,House Frey,,0,1,1,1,1,,,,,0,0,36,0,0.086956522,1,Tyta,unknown
1413,Tyrek Lannister,,,286,,,,House Lannister,Ermesande Hayford,1,1,1,1,1,,,,1,1,0,13,0,0.133779264,0,Tyrek,unknown
1414,Tysane Frey,,,292,,,,House Frey,,0,1,1,1,0,,,,,0,0,13,0,0.08361204,1,Tysane,unknown
1415,Tytos Brax,ser,,,,,,House Brax,,1,1,1,1,1,,,,,0,1,,0,0.043478261,1,Tytos,unknown
1416,Tytos Frey,ser,,261,,,,House Frey,Zhoe Blanetree,0,1,1,1,0,,,,1,1,1,38,0,0.063545151,0,Tytos,unknown
1417,Tywin Frey,ser,,287,,,,House Frey,,0,1,1,1,1,,,,,0,1,18,0,0.080267559,1,Tywin,unknown
1418,Ulrick Dayne,ser,Dornish,,,,,House Dayne,,0,0,0,0,0,,,,,0,1,,0,0.006688963,1,Ulrick,unknown
1419,Ulwyck Uller,ser,,,,,,House Uller,,0,0,1,1,1,,,,,0,1,,0,0.02006689,1,Ulwyck,unknown
1420,Unella,septa,,,,,,Faith of the Seven,,0,0,0,1,1,,,,,0,0,,0,0.02006689,1,Unella,unknown
